Wk,Date,Rk,School,Prev,Chng,1st,Conf
16,Final,1,LSU,2,1,60,SEC (West)
16,Final,2,Georgia,4,2,3,SEC (East)
16,Final,3,USC,6,3,1,Pac-10
16,Final,4,Missouri,7,3,,Big 12 (North)
16,Final,5,Ohio State,1,4,,Big Ten
16,Final,6,West Virginia,11,5,,Big East
16,Final,7,Kansas,8,1,1,Big 12 (North)
16,Final,8,Oklahoma,3,5,,Big 12 (South)
16,Final,9,Virginia Tech,5,4,,ACC (Coastal)
16,Final,10,Boston College,14,4,,ACC (Atlantic)
16,Final,10,Texas,17,7,,Big 12 (South)
16,Final,12,Tennessee,16,4,,SEC (East)
16,Final,13,Florida,9,4,,SEC (East)
16,Final,14,BYU,19,5,,MWC
16,Final,15,Auburn,22,7,,SEC (West)
16,Final,16,Arizona State,12,4,,Pac-10
16,Final,17,Cincinnati,20,3,,Big East
16,Final,18,Michigan,,,,Big Ten
16,Final,19,Hawaii,10,9,,WAC
16,Final,20,Illinois,13,7,,Big Ten
16,Final,21,Clemson,15,6,,ACC (Atlantic)
16,Final,22,Texas Tech,,,,Big 12 (South)
16,Final,23,Oregon,,,,Pac-10
16,Final,24,Wisconsin,18,6,,Big Ten
16,Final,25,Oregon State,,,,Pac-10
15,2007-12-02,1,Ohio State (11-1),3,2,50,Big Ten
15,2007-12-02,2,LSU (11-2),5,3,11,SEC (West)
15,2007-12-02,3,Oklahoma (11-2),9,6,1,Big 12 (South)
15,2007-12-02,4,Georgia (10-2),4,,1,SEC (East)
15,2007-12-02,5,Virginia Tech (11-2),6,1,1,ACC (Coastal)
15,2007-12-02,6,USC (10-2),8,2,,Pac-10
15,2007-12-02,7,Missouri (11-2),1,6,,Big 12 (North)
15,2007-12-02,8,Kansas (11-1),7,1,,Big 12 (North)
15,2007-12-02,9,Florida (9-3),10,1,,SEC (East)
15,2007-12-02,10,Hawaii (12-0),11,1,1,WAC
15,2007-12-02,11,West Virginia (10-2),2,9,,Big East
15,2007-12-02,12,Arizona State (10-2),13,1,,Pac-10
15,2007-12-02,13,Illinois (9-3),15,2,,Big Ten
15,2007-12-02,14,Boston College (10-3),12,2,,ACC (Atlantic)
15,2007-12-02,15,Clemson (9-3),16,1,,ACC (Atlantic)
15,2007-12-02,16,Tennessee (9-4),14,2,,SEC (East)
15,2007-12-02,17,Texas (9-3),17,,,Big 12 (South)
15,2007-12-02,18,Wisconsin (9-3),19,1,,Big Ten
15,2007-12-02,19,BYU (10-2),21,2,,MWC
15,2007-12-02,20,Cincinnati (9-3),20,,,Big East
15,2007-12-02,21,Virginia (9-3),22,1,,ACC (Coastal)
15,2007-12-02,22,Auburn (8-4),23,1,,SEC (West)
15,2007-12-02,23,South Florida (9-3),25,2,,Big East
15,2007-12-02,24,Boise State (10-2),24,,,WAC
15,2007-12-02,25,Arkansas (8-4),,,,SEC (West)
14,2007-11-25,1,Missouri (11-1),3,2,45,Big 12 (North)
14,2007-11-25,2,West Virginia (10-1),4,2,20,Big East
14,2007-11-25,3,Ohio State (11-1),5,2,,Big Ten
14,2007-11-25,4,Georgia (10-2),6,2,,SEC (East)
14,2007-11-25,5,LSU (10-2),1,4,,SEC (West)
14,2007-11-25,6,Virginia Tech (10-2),8,2,,ACC (Coastal)
14,2007-11-25,7,Kansas (11-1),2,5,,Big 12 (North)
14,2007-11-25,8,USC (9-2),11,3,,Pac-10
14,2007-11-25,9,Oklahoma (10-2),10,1,,Big 12 (South)
14,2007-11-25,10,Florida (9-3),12,2,,SEC (East)
14,2007-11-25,11,Hawaii (11-0),14,3,,WAC
14,2007-11-25,12,Boston College (10-2),15,3,,ACC (Atlantic)
14,2007-11-25,13,Arizona State (9-2),7,6,,Pac-10
14,2007-11-25,14,Tennessee (9-3),19,5,,SEC (East)
14,2007-11-25,15,Illinois (9-3),18,3,,Big Ten
14,2007-11-25,16,Clemson (9-3),21,5,,ACC (Atlantic)
14,2007-11-25,17,Texas (9-3),13,4,,Big 12 (South)
